Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,TimeSec
1350,2:26:37,Ikuyo GOTO,1969-01-06,JPN,3,Osaka (JPN),1996-01-28,27,51,1996,8797.0
1351,2:26:37,Hiromi OMINAMI,1975-11-15,JPN,1,Rotterdam (NED),2007-04-15,31,45,2007,8797.0
1352,2:26:37,Genet GETANEH,1986-01-06,ETH,5f1,Dubai (UAE),2009-01-16,23,34,2009,8797.0
1353,2:26:38,Lihua XIE,1965-07-19,CHN,8,Tianjin (CHN),1993-04-04,27,55,1993,8798.0
1354,2:26:38,Derartu TULU,1972-03-21,ETH,3,Tokyo (JPN),2000-11-19,28,48,2000,8798.0
1355,2:26:38,Mamitu DASKA,1983-10-16,ETH,3,Berlin (GER),2009-09-20,25,37,2009,8798.0
1356,2:26:38,Rahma TUSA,1993-09-14,ETH,6,Dubai (UAE),2019-01-25,25,27,2019,8798.0
1357,2:26:39,Jinhong PAN,1973-08-18,CHN,1,Beijing (CHN),1997-10-04,24,47,1997,8799.0
1358,2:26:39,Susan CHEPKEMEI,1975-06-25,KEN,2,Rotterdam (NED),1999-04-18,23,45,1999,8799.0
1359,2:26:39,Constantina DITA-TOMESCU,1970-01-23,ROU,4,Tokyo (JPN),2001-11-18,31,50,2001,8799.0
1360,2:26:39,Yuri KANO,1978-10-27,JPN,3,Nagoya (JPN),2008-03-09,29,42,2008,8799.0
1361,2:26:39,Alevtina IVANOVA,1975-05-22,RUS,1,Nagano (JPN),2008-04-20,32,45,2008,8799.0
1362,2:26:39,Fate TOLA,1987-10-22,ETH,1,Wien (AUT),2012-04-15,24,33,2012,8799.0
1363,2:26:39,Risa SHIGETOMO,1987-08-29,JPN,2,Osaka (JPN),2015-01-25,27,33,2015,8799.0
1364,2:26:39,Birke DEBELE,1995-09-12,ETH,3,Mumbai (IND),2019-01-20,23,25,2019,8799.0
1365,2:26:39,Sara Caterina RIBEIRO,1990-05-31,POR,12,Valencia (ESP),2019-12-01,29,30,2019,8799.0
1366,2:26:39,Zhixuan LI,1994-03-23,CHN,1,Shanghai (CHN),2020-11-29,26,26,2020,8799.0
1367,2:26:40,Valentina YEGOROVA,1964-02-16,RUS,1,Tokyo (JPN),1993-11-21,29,56,1993,8800.0
1368,2:26:40,Firehiwot Tesfaye DADO,1984-01-09,ETH,5,Toronto (CAN),2010-09-26,26,36,2010,8800.0
1369,2:26:40,Irina MIKITENKO,1972-08-23,GER,3,"Chicago, IL (USA)",2010-10-10,38,48,2010,8800.0
1370,2:26:40,Misato HORIE,1987-03-10,JPN,1,Gold Coast (AUS),2016-07-03,29,33,2016,8800.0
1371,2:26:40,Stephanie TWELL,1989-08-17,GBR,8,Frankfurt (GER),2019-10-27,30,31,2019,8800.0
1372,2:26:40,Hiwot AYALEW,1990-03-06,ETH,9,Frankfurt (GER),2019-10-27,29,30,2019,8800.0
1373,2:26:41,Manuela MACHADO,1963-08-09,POR,9,London (GBR),2000-04-16,36,57,2000,8801.0
1374,2:26:41,Jie WEI,1993-01-25,CHN,1,Zhengzhou (CHN),2011-03-27,18,27,2011,8801.0
1375,2:26:41,Christelle DAUNAY,1974-12-05,FRA,4,"Chicago, IL (USA)",2011-10-09,36,46,2011,8801.0
1376,2:26:41,Mari OZAKI,1975-07-16,JPN,3,Osaka (JPN),2013-01-27,37,45,2013,8801.0
1377,2:26:41,Irina MIKITENKO,1972-08-23,GER,3,Tokyo (JPN),2013-02-24,40,48,2013,8801.0
1378,2:26:41,Fatuma SADO,1991-10-11,ETH,1,Xiamen (CHN),2018-01-07,26,29,2018,8801.0
1379,2:26:41,Belaynesh FIKADU,1987-03-28,ETH,2,"Houston, TX (USA)",2019-01-20,31,33,2019,8801.0
1380,2:26:41,Muluhabt TSEGA,1989-09-11,ETH,2,Roma (ITA),2019-04-07,29,31,2019,8801.0
1381,2:26:42,Franca FIACCONI,1965-10-04,ITA,2,Berlin (GER),2000-09-10,34,55,2000,8802.0
1382,2:26:42,Mizuho NASUKAWA,1979-11-22,JPN,2,Yokohama (JPN),2012-11-18,32,41,2012,8802.0
1383,2:26:42,Hilde KIBET,1981-03-27,NED,3,Rotterdam (NED),2013-04-14,32,39,2013,8802.0
1384,2:26:42,Atsede BAYISA,1987-04-16,ETH,3,"Chicago, IL (USA)",2013-10-13,26,33,2013,8802.0
1385,2:26:42,Bethelhem MOGES,1991-05-03,ETH,5,Dubai (UAE),2014-01-24,22,29,2014,8802.0
1386,2:26:42,Afera GODFAY,1991-09-25,ETH,3,Xiamen (CHN),2020-01-05,28,29,2020,8802.0
1387,2:26:42,Carolina WIKSTRÖM,1993-09-04,SWE,11,Valencia (ESP),2020-12-06,27,27,2020,8802.0
1388,2:26:43,Kiyoko SHIMAHARA,1976-12-22,JPN,2,Tokyo (JPN),2004-11-21,27,43,2004,8803.0
1389,2:26:43,Luminiţa MOANGA-TALPOŞ,1972-10-09,ROU,1,Wien (AUT),2008-04-27,35,48,2008,8803.0
1390,2:26:43,Sechale DALASA,1991-09-20,ETH,2,Toronto (CAN),2013-10-20,22,29,2013,8803.0
1391,2:26:43,Selly Chepyego KAPTICH,1985-10-03,KEN,4,Tokyo (JPN),2015-02-22,29,35,2015,8803.0
1392,2:26:43,Josephine CHEPKOECH,1989-04-21,KEN,2,Sydney (AUS),2019-09-15,30,31,2019,8803.0
1393,2:26:43,Eunice Chebichii CHUMBA,1993-05-23,BRN,4,Abu Dhabi (UAE),2019-12-06,26,27,2019,8803.0
1394,2:26:44,Constantina DITA-TOMESCU,1970-01-23,ROU,1,"National Stadium, Beijing (CHN)",2008-08-17,38,50,2008,8804.0
1395,2:26:44,Irina MIKITENKO,1972-08-23,GER,13,"Olympic Stadium, London (GBR)",2012-08-05,39,48,2012,8804.0
1396,2:26:44,Anna HAHNER,1989-11-20,GER,7,Berlin (GER),2014-09-28,24,31,2014,8804.0
1397,2:26:44,Tsegaye MELESECH,1994-01-01,ETH,2,Barcelona (ESP),2017-03-12,23,26,2017,8804.0
1398,2:26:44,Molly HUDDLE,1984-08-31,USA,4,"New York, NY (USA)",2018-11-04,34,36,2018,8804.0
1399,2:26:44,Tigist GIRMA,1993-01-01,ETH,1,Guangzhou (CHN),2018-12-09,25,27,2018,8804.0
1400,2:26:44,Celestine CHEPCHIRCHIR,1995-12-18,KEN,1,Cape Town (RSA),2019-09-15,23,24,2019,8804.0
1401,2:26:45,Irina TIMOFEYEVA,1970-04-05,RUS,3,Tokyo (JPN),2002-11-17,32,50,2002,8805.0
1402,2:26:45,Alice Jemeli TIMBILILI,1983-02-01,KEN,5,Paris (FRA),2008-04-06,25,37,2008,8805.0
1403,2:26:45,Lyudmila PETROVA,1968-10-07,RUS,5,London (GBR),2008-04-13,39,52,2008,8805.0
1404,2:26:45,Rosaria CONSOLE,1979-12-17,ITA,4,Berlin (GER),2009-09-20,29,40,2009,8805.0
1405,2:26:45,Karolina NADOLSKA,1981-09-06,POL,1,Łódź (POL),2013-04-14,31,39,2013,8805.0
1406,2:26:45,Philomena CHEYECH,1982-07-05,KEN,1,"Hampden Park, Glasgow (GBR)",2014-07-27,32,38,2014,8805.0
1407,2:26:45,Meselech MELKAMU,1985-04-19,ETH,5,Ottawa (CAN),2015-05-24,30,35,2015,8805.0
1408,2:26:45,Abebech AFEWORK,1990-12-11,ETH,4,Frankfurt (GER),2017-10-29,26,30,2017,8805.0
1409,2:26:45,Fatuma SADO,1991-10-11,ETH,2,Saitama (JPN),2019-12-08,28,29,2019,8805.0
1410,2:26:46,Luminita ZAITUC,1968-10-09,GER,1,Düsseldorf (GER),2005-05-08,36,52,2005,8806.0
1411,2:26:46,Hellen Jemaiyo KIMUTAI,1977-12-28,KEN,2,Roma (ITA),2007-03-18,29,42,2007,8806.0
1412,2:26:46,Tatyana PETROVA,1983-04-08,RUS,5,Tokyo (JPN),2012-02-26,28,37,2012,8806.0
1413,2:26:46,Makeda HARONA,1988-09-05,ETH,3,Paris (FRA),2012-04-15,23,32,2012,8806.0
1414,2:26:46,Mulu SEBOKA,1984-09-25,ETH,1,Hangzhou (CHN),2012-11-18,28,36,2012,8806.0
1415,2:26:46,Sairi MAEDA,1991-11-07,JPN,3,Osaka (JPN),2014-01-26,22,29,2014,8806.0
1416,2:26:46,Dulce FÉLIX,1982-10-23,POR,7,London (GBR),2014-04-13,31,38,2014,8806.0
1417,2:26:46,Andrea DEELTSTRA,1985-03-06,NED,5,Berlin (GER),2015-09-27,30,35,2015,8806.0
1418,2:26:46,Boru Feyse TADESE,1988-11-19,ETH,5,Praha (CZE),2017-05-07,28,32,2017,8806.0
1419,2:26:46,Dalila ABDULKADIR,1998-06-27,BRN,2,Roma (ITA),2018-04-08,19,22,2018,8806.0
1420,2:26:46,Sifan MELAKU,1997-01-01,ETH,4,Sevilla (ESP),2019-02-17,22,23,2019,8806.0
1421,2:26:46,Desiree LINDEN,1983-07-26,USA,6,"New York, NY (USA)",2019-11-03,36,37,2019,8806.0
1422,2:26:47,Kiyoko SHIMAHARA,1976-12-22,JPN,3,Osaka (JPN),2006-01-29,29,43,2006,8807.0
1423,2:26:47,Georgina RONO,1980-05-19,KEN,1,Hamburg (GER),2014-05-04,33,40,2014,8807.0
1424,2:26:47,Visiline JEPKESHO,1989-12-30,KEN,1,Lisboa (POR),2014-10-05,24,30,2014,8807.0
1425,2:26:47,Melkam GIZAW,1990-09-17,ETH,3,Xiamen (CHN),2017-01-02,26,30,2017,8807.0
1426,2:26:47,Yuka ANDO,1994-03-16,JPN,13,London (GBR),2019-04-28,25,26,2019,8807.0
1427,2:26:47,Fionnuala MCCORMACK,1984-09-24,IRL,5,"Chicago, IL (USA)",2019-10-13,35,36,2019,8807.0
1428,2:26:47,Dinknesh Mekash TEFERA,1985-09-11,ETH,2,Firenze (ITA),2019-11-24,34,35,2019,8807.0
1429,2:26:48,Katrin DÖRRE-HEINIG,1961-10-06,GER,1,Frankfurt (GER),1997-10-26,36,59,1997,8808.0
1430,2:26:48,Inés MELCHOR,1986-08-30,PER,8,Berlin (GER),2014-09-28,28,34,2014,8808.0
1431,2:26:48,Bruktayit ESHETU,1990-09-29,ETH,6,Paris (FRA),2015-04-12,24,30,2015,8808.0
1432,2:26:48,Tinbit GIDEY,1989-09-17,ETH,1,Marrakesh (MAR),2018-01-28,28,31,2018,8808.0
1433,2:26:48,Zerfie LIMENEH,1997-02-10,ETH,6,Paris (FRA),2019-04-14,22,23,2019,8808.0
1434,2:26:49,Maria Albertina DIAS,1965-04-26,POR,2,Berlin (GER),1993-09-26,28,55,1993,8809.0
1435,2:26:49,Franca FIACCONI,1965-10-04,ITA,2,Osaka (JPN),2001-01-28,35,55,2001,8809.0
1436,2:26:49,Olivera JEVTIĆ,1977-07-24,SCG,8,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,26,43,2003,8809.0
1437,2:26:49,Yanan WEI,1981-12-06,CHN,2,Shanghai (CHN),2008-11-30,26,39,2008,8809.0
1438,2:26:49,Rong CHEN,1988-05-18,CHN,2,Dalian (CHN),2011-04-30,22,32,2011,8809.0
1439,2:26:49,Yoshimi OZAKI,1981-07-01,JPN,2,Yokohama (JPN),2011-11-20,30,39,2011,8809.0
1440,2:26:49,Maja NEUENSCHWANDER,1980-02-13,SUI,6,Berlin (GER),2015-09-27,35,40,2015,8809.0
1441,2:26:50,Masako CHIBA,1976-07-18,JPN,1,Sapporo (JPN),2004-08-29,28,44,2004,8810.0
1442,2:26:50,Madaí PÉREZ,1980-02-02,MEX,11,"Olympic Stadium, Helsinki (FIN)",2005-08-14,25,40,2005,8810.0
1443,2:26:50,Elfinesh ALEMU,1975-03-15,ETH,3,Tokyo (JPN),2005-11-20,30,45,2005,8810.0
1444,2:26:50,Marisa BARROS,1980-02-25,POR,6,"Olympiastadion, Berlin (GER)",2009-08-23,29,40,2009,8810.0
1445,2:26:50,Filomena CHEPCHIRCHIR,1981-12-01,KEN,2,Praha (CZE),2012-05-13,30,39,2012,8810.0
1446,2:26:50,Worknesh ALEMU,1990-03-19,ETH,12,Frankfurt (GER),2018-10-28,28,30,2018,8810.0
1447,2:26:50,Aliphine Chepkerker TULIAMUK,1989-04-05,USA,3,Rotterdam (NED),2019-04-07,30,31,2019,8810.0
1448,2:26:50,Haftamnesh TESFAYE,1994-04-28,ETH,8,Berlin (GER),2019-09-29,25,26,2019,8810.0
1449,2:26:51,Priscilla WELCH,1944-11-22,GBR,2,London (GBR),1987-05-10,42,76,1987,8811.0
1450,2:26:51,Ana Isabel ALONSO,1963-08-16,ESP,1,San Sebastián (ESP),1995-10-15,32,57,1995,8811.0
1451,2:26:51,Joyce CHEPCHUMBA,1970-11-06,KEN,1,London (GBR),1997-04-13,26,50,1997,8811.0
1452,2:26:51,Zinayida SEMYONOVA,1962-03-19,RUS,1,St. Paul (USA),2001-10-07,39,58,2001,8811.0
1453,2:26:51,Irina PERMITINA,1968-02-03,RUS,1,St. Paul (USA),2004-10-03,36,52,2004,8811.0
1454,2:26:51,Eyerusalem KUMA,1981-09-07,ETH,6f1,Dubai (UAE),2009-01-16,27,39,2009,8811.0
1455,2:26:51,Robe GUTA,1986-10-12,ETH,1,Seoul (KOR),2011-03-20,24,34,2011,8811.0
1456,2:26:51,Marisa BARROS,1980-02-25,POR,3,Yokohama (JPN),2012-11-18,32,40,2012,8811.0
1457,2:26:51,Albina MAYOROVA,1977-05-16,RUS,4,Tokyo (JPN),2013-02-24,35,43,2013,8811.0
1458,2:26:51,Alice CHERONO,1993-11-09,KEN,4,Barcelona (ESP),2019-03-10,25,27,2019,8811.0
1459,2:26:51,Gerda STEYN,1990-03-03,RSA,7,London (GBR),2020-10-04,30,30,2020,8811.0
1460,2:26:52,Katrin DÖRRE-HEINIG,1961-10-06,GDR,1,Grünau (GDR),1984-07-21,22,59,1984,8812.0
1461,2:26:52,Liz MCCOLGAN,1964-05-24,GBR,2,London (GBR),1997-04-13,32,56,1997,8812.0
1462,2:26:52,Nicole CARROLL,1972-01-14,AUS,5,Osaka (JPN),1999-01-31,27,48,1999,8812.0
1463,2:26:52,Constantina DITA-TOMESCU,1970-01-23,ROU,3,London (GBR),2004-04-18,34,50,2004,8812.0
1464,2:26:52,Dire TUNE,1985-06-19,ETH,1,"Houston, TX (USA)",2007-01-14,21,35,2007,8812.0
1465,2:26:52,Isabellah ANDERSSON,1980-11-12,SWE,5,Dubai (UAE),2010-01-22,29,40,2010,8812.0
1466,2:26:52,Melkam GIZAW,1990-09-17,ETH,6,Eindhoven (NED),2011-10-09,21,30,2011,8812.0
1467,2:26:52,Emily Chepkemoi SAMOEI,1980-11-11,KEN,1,Barcelona (ESP),2012-03-25,31,40,2012,8812.0
1468,2:26:52,Mercy KIBARUS,1984-02-25,KEN,3,Seoul (KOR),2017-03-19,33,36,2017,8812.0
1469,2:26:52,Muliye DEKEBO,1998-03-13,ETH,10,Dubai (UAE),2018-01-26,19,22,2018,8812.0
1470,2:26:52,Kellyn TAYLOR,1986-07-22,USA,7,"New York, NY (USA)",2019-11-03,33,34,2019,8812.0
1471,2:26:53,Joyce CHEPCHUMBA,1970-11-06,KEN,6,London (GBR),2002-04-14,31,50,2002,8813.0
1472,2:26:53,Deena KASTOR,1973-02-14,USA,6,"Chicago, IL (USA)",2002-10-13,29,47,2002,8813.0
1473,2:26:53,Svetlana ZAKHAROVA,1970-09-15,RUS,9,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,32,50,2003,8813.0
1474,2:26:53,Sonja OBEREM-KROLIK,1973-02-24,GER,3,Berlin (GER),2004-09-26,31,47,2004,8813.0
1475,2:26:53,Amane GOBENA,1986-09-11,ETH,2,"Los Angeles, CA (USA)",2009-05-25,22,34,2009,8813.0
1476,2:26:53,Diana Chepkemoi SIGEI,1987-01-01,KEN,6,Dubai (UAE),2011-01-21,24,33,2011,8813.0
1477,2:26:53,Fantu JIMMA,1987-09-11,ETH,3,Xiamen (CHN),2016-01-02,28,33,2016,8813.0
1478,2:26:53,Serena BURLA,1982-07-29,USA,4,Osaka (JPN),2017-01-29,34,38,2017,8813.0
1479,2:26:53,Shalane FLANAGAN,1981-07-08,USA,1,"New York, NY (USA)",2017-11-05,36,39,2017,8813.0
1480,2:26:54,Mariko HARA,1970-12-27,JPN,2,Osaka (JPN),1997-01-26,26,49,1997,8814.0
1481,2:26:54,Liz MCCOLGAN,1964-05-24,GBR,2,London (GBR),1998-04-26,33,56,1998,8814.0
1482,2:26:54,Hellen Jemaiyo KIMUTAI,1977-12-28,KEN,2,Wien (AUT),2000-05-21,22,42,2000,8814.0
1483,2:26:54,Elfinesh ALEMU,1975-03-15,ETH,6,"Olympic Stadium, Sydney (AUS)",2000-09-24,25,45,2000,8814.0
1484,2:26:54,Irina TIMOFEYEVA,1970-04-05,RUS,4,Berlin (GER),2007-09-30,37,50,2007,8814.0
1485,2:26:54,Gete WAMI,1974-12-11,ETH,8,London (GBR),2009-04-26,34,46,2009,8814.0
1486,2:26:54,Noriko MATSUOKA,1979-05-02,JPN,13,London (GBR),2011-04-17,31,41,2011,8814.0
1487,2:26:54,Philomena CHEYECH,1982-07-05,KEN,5,Tokyo (JPN),2015-02-22,32,38,2015,8814.0
1488,2:26:54,Changqin DING,1991-11-27,CHN,1,Chongqing (CHN),2015-03-22,23,29,2015,8814.0
1489,2:26:54,Gebeyanesh AYELE,1995-05-01,ETH,3,Hengshui (CHN),2018-09-29,23,25,2018,8814.0
1490,2:26:54,Hiwot AYALEW,1990-03-06,ETH,4,Xiamen (CHN),2020-01-05,29,30,2020,8814.0
1491,2:26:55,Miki OYAMA,1979-10-22,JPN,4,Osaka (JPN),2005-01-30,25,41,2005,8815.0
1492,2:26:55,Svetlana ZAKHAROVA,1970-09-15,RUS,4,Tokyo (JPN),2005-11-20,35,50,2005,8815.0
1493,2:26:55,Madoka OGI,1983-10-26,JPN,5,Osaka (JPN),2008-01-27,24,37,2008,8815.0
1494,2:26:55,Tetyana FILONYUK,1984-04-05,UKR,2,Ljubljana (SLO),2009-10-25,25,36,2009,8815.0
1495,2:26:55,Mai ITO,1984-05-23,JPN,2,Osaka (JPN),2011-01-30,26,36,2011,8815.0
1496,2:26:55,Jelena PROKOPČUKA,1976-09-21,LAT,4,Yokohama (JPN),2012-11-18,36,44,2012,8815.0
1497,2:26:55,Ashete BEKERE,1988-04-17,ETH,5,Praha (CZE),2015-05-03,27,32,2015,8815.0
1498,2:26:55,Aberu Mekuria ZENNEBE,1983-12-24,ETH,4,Seoul (KOR),2017-03-19,33,36,2017,8815.0
1499,2:26:55,Deborah SCHÖNEBORN,1994-03-13,GER,12,Valencia (ESP),2020-12-06,26,26,2020,8815.0
