Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,TimeSec
3627,2:10:19,Gilbert CHEPKWONY,1985-01-01,KEN,4,Xiamen (CHN),2011-01-02,26,35,2011,7819.0
3629,2:10:19,Victor KIPCHIRCHIR,1987-12-05,KEN,5,Reims (FRA),2011-10-16,23,33,2011,7819.0
3630,2:10:19,Philemon Gitia BAARU,1981-05-20,KEN,1,Casablanca (MAR),2014-10-26,33,39,2014,7819.0
3631,2:10:19,Ryo HASHIMOTO,1993-09-26,JPN,4,Gold Coast (AUS),2017-07-02,23,27,2017,7819.0
3632,2:10:19,Duncan Cheruiyot KOECH,1981-12-28,KEN,3,Hannover (GER),2018-04-08,36,38,2018,7819.0
3633,2:10:19,Shogo KANEZANE,1990-09-20,JPN,7,Beppu (JPN),2019-02-03,28,30,2019,7819.0
3634,2:10:19,Hamza SAHLI,1993-05-10,MAR,6,Rabat (MAR),2019-04-21,25,27,2019,7819.0
3635,2:10:19,Javier GUERRA,1983-11-10,ESP,5,Madrid (ESP),2019-04-27,35,37,2019,7819.0
3636,2:10:19,Martin KIPRUGUT KOSGEY,1989-03-21,KEN,4,Ottawa (CAN),2019-05-26,30,31,2019,7819.0
3637,2:10:19,Yuichi YASUI,1995-05-19,JPN,12,Oita (JPN),2020-02-02,24,25,2020,7819.0
3638,2:10:19,Junichi TSUBOUCHI,1987-08-22,JPN,13,Oita (JPN),2020-02-02,32,33,2020,7819.0
3639,2:10:20,David CHETTLE,1951-09-14,AUS,2,Fukuoka (JPN),1975-12-07,24,69,1975,7820.0
3640,2:10:20,Tony SANDOVAL,1954-05-19,USA,1,"Eugene, OR (USA)",1979-09-09,25,66,1979,7820.0
3641,2:10:20,Jeff WELLS,1954-05-25,USA,1,"Eugene, OR (USA)",1979-09-09,25,66,1979,7820.0
3642,2:10:20,Garry BJORKLUND,1951-04-22,USA,1,"Duluth, MN (USA)",1980-06-21,29,69,1980,7820.0
3643,2:10:20,Henrik JØRGENSEN,1961-10-10,DEN,1,London (GBR),1988-04-17,26,59,1988,7820.0
3644,2:10:20,Valdenor PEREIRA DOS SANTOS,1969-12-21,BRA,3,Fukuoka (JPN),1993-12-05,23,50,1993,7820.0
3645,2:10:20,Takayuki MATSUMIYA,1980-02-21,JPN,2,Otsu (JPN),2006-03-05,26,40,2006,7820.0
3646,2:10:20,Kasime ADILO ROBA,1979-01-25,ETH,3,Toronto (CAN),2007-09-30,28,41,2007,7820.0
3647,2:10:20,Yared DAGNAW SHAREW,1980-01-01,ERI,1,Marrakesh (MAR),2010-01-31,30,40,2010,7820.0
3648,2:10:20,Solomon MOLLA,1987-01-20,ETH,3,Beijing (CHN),2012-11-25,25,33,2012,7820.0
3649,2:10:20,Stephen Kipkoech KIBIWOTT,1980-04-03,KEN,6,Gongju (KOR),2013-10-13,33,40,2013,7820.0
3650,2:10:20,Levi Omari MATEBO,1989-11-03,KEN,2,Firenze (ITA),2014-11-30,25,31,2014,7820.0
3651,2:10:20,Shura KITATA,1996-06-09,ETH,2,Xiamen (CHN),2016-01-02,19,24,2016,7820.0
3652,2:10:20,Mosinet GEREMEW,1992-02-12,ETH,2,Xiamen (CHN),2017-01-02,24,28,2017,7820.0
3653,2:10:20,Henry Kipsigei CHIRCHIR,1985-05-14,KEN,4,Milano (ITA),2017-04-02,31,35,2017,7820.0
3654,2:10:20,Hassan CHAHDI,1989-05-07,FRA,12,Paris (FRA),2017-04-09,27,31,2017,7820.0
3655,2:10:21,Toshihiko SEKO,1956-07-15,JPN,1,Fukuoka (JPN),1978-12-03,22,64,1978,7821.0
3656,2:10:21,Manuel MATIAS,1962-03-30,POR,2,London (GBR),1991-04-21,29,58,1991,7821.0
3657,2:10:21,Jan HURUK,1960-01-27,POL,3,London (GBR),1991-04-21,31,60,1991,7821.0
3658,2:10:21,Takahiro HATTORI,1971-11-27,JPN,2,Tokyo (JPN),1997-02-09,25,49,1997,7821.0
3659,2:10:21,Samson KANDIE,1971-04-20,KEN,1,San Sebastián (ESP),2001-11-25,30,49,2001,7821.0
3660,2:10:21,Charles Kibiwott SERONEI,1974-08-08,KEN,1,Reims (FRA),2003-10-26,29,46,2003,7821.0
3661,2:10:21,Christopher ISEGWE,1976-02-22,TAN,2,"Olympic Stadium, Helsinki (FIN)",2005-08-13,29,44,2005,7821.0
3662,2:10:21,Deriba Merga EJIGU,1980-10-26,ETH,4,"National Stadium, Beijing (CHN)",2008-08-24,27,40,2008,7821.0
3663,2:10:21,Hillary Kipchirchir KIMAIYO,1981-04-30,KEN,4,Ottawa (CAN),2010-05-30,29,39,2010,7821.0
3664,2:10:21,Samson BARMAO,1982-04-17,KEN,4,Enschede (NED),2011-04-17,29,38,2011,7821.0
3665,2:10:21,Willy KOTILE,1986-04-03,KEN,1,Shanghai (CHN),2011-12-04,25,34,2011,7821.0
3666,2:10:21,Thabiso Benedict MOENG,1983-01-25,RSA,5,Xiamen (CHN),2014-01-02,30,37,2014,7821.0
3667,2:10:21,Mark KORIR,1985-01-10,KEN,7,Seoul (KOR),2014-03-16,29,35,2014,7821.0
3668,2:10:21,Serhiy LEBID,1975-07-15,UKR,10,London (GBR),2015-04-26,39,45,2015,7821.0
3669,2:10:21,Elisha Kiprop BARNO,1985-01-01,KEN,2,St. Paul (USA),2016-10-09,31,35,2016,7821.0
3670,2:10:21,Albert KORIR,1994-03-02,KEN,3,Toronto (CAN),2016-10-16,22,26,2016,7821.0
3671,2:10:21,Joseph MUNYWOKI,1992-01-01,KEN,1,Dresden (GER),2016-10-23,24,28,2016,7821.0
3672,2:10:21,Kengo SUZUKI,1995-06-11,JPN,19,Tokyo (JPN),2018-02-25,22,25,2018,7821.0
3673,2:10:21,Daniel KINYUA,1992-05-25,KEN,5,"New York, NY (USA)",2018-11-04,26,28,2018,7821.0
3674,2:10:21,Hamid BEN DAOUD,1996-02-19,ESP,12,Valencia (ESP),2018-12-02,22,24,2018,7821.0
3675,2:10:21,Kensuke HORIO,1996-08-12,JPN,5,Tokyo (JPN),2019-03-03,22,24,2019,7821.0
3676,2:10:21,Asnake DUBRE,1999-07-18,ETH,1,Wuxi (CHN),2019-03-24,19,21,2019,7821.0
3678,2:10:22,Xolile YAWA,1963-09-29,RSA,4,London (GBR),1995-04-02,31,57,1995,7822.0
3679,2:10:22,Ahmed SALAH,1956-12-31,DJI,2,Reims (FRA),1996-10-10,39,63,1996,7822.0
3680,2:10:22,Shaun CREIGHTON,1967-05-14,AUS,11,Berlin (GER),1997-09-28,30,53,1997,7822.0
3681,2:10:22,Andrés ESPINOZA,1963-02-04,MEX,3,Amsterdam (NED),1997-11-02,34,57,1997,7822.0
3682,2:10:22,Franklin TENORIO,1969-06-30,ECU,3,Roma (ITA),1998-03-29,28,51,1998,7822.0
3683,2:10:22,Carsten EICH,1970-01-09,GER,2,Hamburg (GER),1999-04-25,29,50,1999,7822.0
3684,2:10:22,Philip TARUS,1974-09-11,KEN,4,Venezia (ITA),2002-10-27,28,46,2002,7822.0
3685,2:10:22,Nick HARRISON,1970-10-18,AUS,3,Beppu (JPN),2003-02-02,32,50,2003,7822.0
3686,2:10:22,James ROTICH,1978-12-22,KEN,1,Köln (GER),2004-09-12,25,41,2004,7822.0
3687,2:10:22,Joseph LOMALA,1982-01-01,KEN,3,Torino (ITA),2008-04-13,26,38,2008,7822.0
3688,2:10:22,Samson BARMAO,1982-04-17,KEN,4,Gongju (KOR),2008-10-19,26,38,2008,7822.0
3689,2:10:22,Paul TERGAT,1969-06-17,KEN,1f1,Otsu (JPN),2009-03-01,39,51,2009,7822.0
3690,2:10:22,Tesfaye ETICHA,1974-09-16,ETH,3,Zürich (SUI),2009-04-26,34,46,2009,7822.0
3691,2:10:22,Tesfaye TOLA,1974-10-19,ETH,9,Amsterdam (NED),2009-10-18,34,46,2009,7822.0
3692,2:10:22,Girma BEYENE,1983-11-28,ETH,1,Marrakesh (MAR),2011-01-30,27,37,2011,7822.0
3693,2:10:22,Felix KENY,1985-12-25,KEN,9,Berlin (GER),2012-09-30,26,34,2012,7822.0
3694,2:10:22,Tomoya ADACHI,1985-12-18,JPN,9,Otsu (JPN),2013-03-03,27,34,2013,7822.0
3695,2:10:22,Abraraw MISGANAW,1988-01-01,ETH,12,Dubai (UAE),2014-01-24,26,32,2014,7822.0
3696,2:10:22,Elijah SANG,1980-01-01,KEN,1,Enschede (NED),2014-04-27,34,40,2014,7822.0
3697,2:10:22,Henry Kipsigei CHIRCHIR,1985-05-14,KEN,9,Frankfurt (GER),2015-10-25,30,35,2015,7822.0
3698,2:10:22,Suleiman Kipses SIMOTWO,1980-04-21,KEN,10,Berlin (GER),2016-09-25,36,40,2016,7822.0
3699,2:10:22,Nicholas Manza KAMAKYA,1985-03-02,KEN,2,Köln (GER),2016-10-02,31,35,2016,7822.0
3700,2:10:22,Julius CHEPWONY,1986-01-01,KEN,1,Venezia (ITA),2016-10-23,30,34,2016,7822.0
3701,2:10:22,Azmero Bekele MOLALIGN,1986-01-22,ETH,7,Dubai (UAE),2017-01-20,30,34,2017,7822.0
3702,2:10:22,Andrew Ben KIMTAI,1989-08-12,KEN,3,Chongqing (CHN),2017-03-19,27,31,2017,7822.0
3703,2:10:22,Julius TUWEI,1993-09-26,KEN,13,Valencia (ESP),2018-12-02,25,27,2018,7822.0
3704,2:10:22,Balew YIHUNLE,1998-09-21,ETH,2,Wuxi (CHN),2019-03-24,20,22,2019,7822.0
3705,2:10:22,Emmanuel SAINA,1992-09-06,KEN,17,Valencia (ESP),2019-12-01,27,28,2019,7822.0
3706,2:10:23,Shigeru SOH,1953-01-09,JPN,5,Fukuoka (JPN),1980-12-07,27,67,1980,7823.0
3707,2:10:23,Orlando PIZZOLATO,1958-07-30,ITA,6,Hiroshima (JPN),1985-04-14,26,62,1985,7823.0
3708,2:10:23,Shigeru SOH,1953-01-09,JPN,1,Beijing (CHN),1985-10-13,32,67,1985,7823.0
3709,2:10:23,Takeshi SOH,1953-01-09,JPN,2,Beijing (CHN),1985-10-13,32,67,1985,7823.0
3710,2:10:23,Leonid SHVETSOV,1969-03-28,RUS,3,"Chicago, IL (USA)",1996-10-20,27,51,1996,7823.0
3711,2:10:23,Samson KANDIE,1971-04-20,KEN,1,Kunsan (KOR),2001-04-15,29,49,2001,7823.0
3712,2:10:23,Toshinari SUWA,1977-01-29,JPN,7,London (GBR),2005-04-17,28,43,2005,7823.0
3713,2:10:23,Atsushi FUJITA,1976-11-06,JPN,1,Beppu (JPN),2007-02-04,30,44,2007,7823.0
3714,2:10:23,James ROTICH,1978-12-22,KEN,13,Paris (FRA),2008-04-06,29,41,2008,7823.0
3715,2:10:23,Mesfin ADIMASU,1985-03-05,ETH,7,Hamburg (GER),2008-04-27,23,35,2008,7823.0
3716,2:10:23,Vincent KIPSOS,1976-06-22,KEN,9,Frankfurt (GER),2008-10-26,32,44,2008,7823.0
3717,2:10:23,James Kimaiyo CHEBOI,1985-11-30,KEN,1,Brescia (ITA),2009-03-15,23,35,2009,7823.0
3718,2:10:23,Aleksey SOKOLOV,1979-11-14,RUS,2,Zürich (SUI),2011-04-17,31,41,2011,7823.0
3719,2:10:23,Jakob KITUR,1975-01-01,KEN,6,Reims (FRA),2011-10-16,36,45,2011,7823.0
3720,2:10:23,Paulo Roberto DE ALMEIDA PAULA,1979-07-08,BRA,3,Padova (ITA),2012-04-22,32,41,2012,7823.0
3721,2:10:23,Alfred KERING,1978-11-20,KEN,9,Seoul (KOR),2013-03-17,34,42,2013,7823.0
3722,2:10:23,Debebe TOLOSSA,1980-01-01,ETH,3,Daegu (KOR),2013-04-14,33,40,2013,7823.0
3723,2:10:23,Fikre ASSEFA,1989-01-18,ETH,3,Linz (AUT),2013-04-21,24,31,2013,7823.0
3724,2:10:23,Tadesse TOLA,1987-10-31,ETH,3,"Luzhniki, Moskva (RUS)",2013-08-17,25,33,2013,7823.0
3725,2:10:23,Richard SIGEI,1985-04-11,KEN,9,Frankfurt (GER),2013-10-27,28,35,2013,7823.0
3726,2:10:23,Philemon RONO,1991-02-08,KEN,7,Amsterdam (NED),2014-10-19,23,29,2014,7823.0
3727,2:10:23,William YEGON,1983-01-10,KEN,1,Hefei (CHN),2014-11-16,31,37,2014,7823.0
3728,2:10:23,Peter Cheruiyot KIRUI,1988-01-02,KEN,5,Ottawa (CAN),2015-05-24,27,32,2015,7823.0
3729,2:10:23,Emmanuel MUTAI,1984-10-12,KEN,7,Tokyo (JPN),2016-02-28,31,36,2016,7823.0
3730,2:10:23,Jafred Chirchir KIPCHUMBA,1983-08-08,KEN,3,Barcelona (ESP),2016-03-13,32,37,2016,7823.0
3731,2:10:23,Dereje DEBELE,1986-06-28,ETH,2,Oita (JPN),2017-02-05,30,34,2017,7823.0
3732,2:10:23,Vincent RONO,1986-06-22,KEN,4,Daegu (KOR),2017-04-02,30,34,2017,7823.0
3733,2:10:23,Eliud BARNGETUNY,1987-02-23,KEN,5,Milano (ITA),2017-04-02,30,33,2017,7823.0
3734,2:10:23,Bernard Kiprop KIPYEGO,1986-07-16,KEN,3,"Chicago, IL (USA)",2017-10-08,31,34,2017,7823.0
3735,2:10:23,Robert KIPKEMBOI,1988-06-19,KEN,1,Linz (AUT),2018-04-15,29,32,2018,7823.0
3737,2:10:23,David Barmasai TUMO,1987-01-01,KEN,1,Lagos (NGR),2020-02-08,33,33,2020,7823.0
3738,2:10:24,Waldemar CIERPINSKI,1950-08-03,GDR,6,Fukuoka (JPN),1980-12-07,30,70,1980,7824.0
3739,2:10:24,Leszek BEBŁO,1966-07-08,POL,2,Reims (FRA),1993-10-17,27,54,1993,7824.0
3740,2:10:24,Turbo TUMO,1970-02-23,ETH,2,Torino (ITA),1994-04-24,24,50,1994,7824.0
3741,2:10:24,John Karunga KAGWE,1969-01-09,KEN,1,"Pittsburgh, PA (USA)",1995-05-07,26,51,1995,7824.0
3742,2:10:24,Ryuji TAKEI,1971-05-18,JPN,3,Beppu (JPN),1999-02-07,27,49,1999,7824.0
3743,2:10:24,Domingos CASTRO,1963-11-22,POR,8,London (GBR),1999-04-18,35,57,1999,7824.0
3744,2:10:24,Kazuhiro MATSUDA,1974-06-24,JPN,5,Otsu (JPN),2000-03-05,25,46,2000,7824.0
3745,2:10:24,Laban KAGIKA,1978-07-17,KEN,4,Fukuoka (JPN),2001-12-02,23,42,2001,7824.0
3746,2:10:24,Hailu NEGUSSIE,1978-04-16,ETH,2,Hamburg (GER),2002-04-21,24,42,2002,7824.0
3747,2:10:24,Stephen NDUNGU,1967-06-01,KEN,2,"San Diego, CA (USA)",2002-06-02,35,53,2002,7824.0
3748,2:10:24,Abdelkader EL MOUAZIZ,1969-01-01,MAR,11,London (GBR),2006-04-23,37,51,2006,7824.0
3749,2:10:24,Philemon KIRWA TARBEI,1983-01-01,KEN,1,Torino (ITA),2007-04-15,24,37,2007,7824.0
3750,2:10:24,Martin Kiptolo LEL,1978-10-29,KEN,5,"National Stadium, Beijing (CHN)",2008-08-24,29,42,2008,7824.0
3751,2:10:24,Mohamed EL HACHIMI,1980-09-05,MAR,5,Wien (AUT),2009-04-19,28,40,2009,7824.0
3752,2:10:24,Joseph Kimeli LANGAT,1986-10-08,KEN,2,Valencia (ESP),2010-02-21,23,34,2010,7824.0
3753,2:10:24,Nicholas Chelimo KIPKORIR,1983-01-08,KEN,1,Nagano (JPN),2010-04-18,27,37,2010,7824.0
3754,2:10:24,Daniel NJENGA,1976-05-07,KEN,1,Oita (JPN),2011-02-06,34,44,2011,7824.0
3755,2:10:24,Simon Kariuki NJOROGE,1980-07-10,KEN,1,Buenos Aires (ARG),2011-10-09,31,40,2011,7824.0
3756,2:10:24,Yemane TSEGAY,1985-04-08,ETH,1,Taipei City (TPE),2011-12-18,26,35,2011,7824.0
3757,2:10:24,William Chebon CHEBOR,1982-12-22,KEN,2,Seoul (KOR),2012-11-04,29,37,2012,7824.0
3758,2:10:24,Gashaw MELESE ASFAW,1978-09-26,ETH,3,Ottawa (CAN),2013-05-26,34,42,2013,7824.0
3759,2:10:24,Suehiro ISHIKAWA,1979-09-27,JPN,7,Berlin (GER),2013-09-29,34,41,2013,7824.0
3760,2:10:24,Luke PUSKEDRA,1990-02-08,USA,5,"Chicago, IL (USA)",2015-10-11,25,30,2015,7824.0
3761,2:10:24,Abdi NAGEEYE,1989-03-02,NED,8,Amsterdam (NED),2015-10-18,26,31,2015,7824.0
3762,2:10:24,Micah Kemboi KOGO,1986-06-30,KEN,10,Frankfurt (GER),2015-10-25,29,34,2015,7824.0
3763,2:10:24,Mark Kosgei KIPTOO,1976-06-21,KEN,11,Berlin (GER),2016-09-25,40,44,2016,7824.0
3764,2:10:24,Chele DECHASA,1984-06-13,ETH,8,Dubai (UAE),2017-01-20,32,36,2017,7824.0
3765,2:10:24,Hicham LAQOUAHI,1989-06-13,MAR,2,Marrakesh (MAR),2017-01-29,27,31,2017,7824.0
3766,2:10:24,Alfonce KIBIWOTT,1993-01-01,KEN,4,Wien (AUT),2017-04-23,24,27,2017,7824.0
3767,2:10:24,Kenneth KIPLAGAT,1990-08-14,KEN,2,Madrid (ESP),2018-04-22,27,30,2018,7824.0
3768,2:10:24,Richard KIPROP,1989-04-03,KEN,5,Gyeongju (KOR),2018-10-21,29,31,2018,7824.0
3770,2:10:24,Nicholas KIRWA,1994-06-16,KEN,6,Chuncheon (KOR),2019-10-27,25,26,2019,7824.0
3771,2:10:24,Florian CARVALHO,1989-03-09,FRA,34,Valencia (ESP),2020-12-06,31,31,2020,7824.0
3772,2:10:25,Mehmet TERZI,1955-05-05,TUR,6,London (GBR),1987-05-10,32,65,1987,7825.0
3773,2:10:25,Takeyuki NAKAYAMA,1959-12-20,JPN,2,Tokyo (JPN),1992-02-09,32,60,1992,7825.0
3774,2:10:25,Aiguo LI,1979-06-12,CHN,2,Beijing (CHN),2001-10-14,22,41,2001,7825.0
3775,2:10:25,Moses TANUI,1965-08-20,KEN,1,Wien (AUT),2002-05-26,36,55,2002,7825.0
3776,2:10:25,Patrick TAMBWÉ,1975-05-05,COD,6,Paris (FRA),2005-04-10,29,45,2005,7825.0
3777,2:10:25,Jonathan Kosgei KIPKORIR,1982-12-29,KEN,3,Roma (ITA),2007-03-18,24,37,2007,7825.0
3778,2:10:25,Joseph KIPKEMEI NGENY,1978-01-01,KEN,6,Hamburg (GER),2007-04-29,29,42,2007,7825.0
3779,2:10:25,John Kipkorir KOMEN,1977-08-28,KEN,4,Torino (ITA),2008-04-13,30,43,2008,7825.0
3780,2:10:25,Shadrack KIPLAGAT,1977-12-09,KEN,3,Chuncheon (KOR),2009-10-25,31,43,2009,7825.0
3781,2:10:25,Patrick MURIUKI,1989-01-01,KEN,1,Münster (GER),2010-09-12,21,31,2010,7825.0
3782,2:10:25,Mourice Mutinda MUSYOKI,1980-11-04,KEN,3,Dublin (IRL),2010-10-25,29,40,2010,7825.0
3783,2:10:25,Azmero Bekele MOLALIGN,1986-01-22,ETH,2,La Rochelle (FRA),2010-11-28,24,34,2010,7825.0
3784,2:10:25,Julius NDERITU,1979-10-07,KEN,1,Zhengzhou (CHN),2011-03-27,31,41,2011,7825.0
3785,2:10:25,Grigoriy ANDREYEV,1976-01-07,RUS,19,Frankfurt (GER),2011-10-30,35,44,2011,7825.0
3786,2:10:25,Jacob YATOR,1982-08-05,KEN,3,Dublin (IRL),2011-10-31,29,38,2011,7825.0
3787,2:10:25,Salah-Eddine BOUNASR,1990-09-27,MAR,3,Marrakesh (MAR),2017-01-29,26,30,2017,7825.0
3788,2:10:25,Yuta SHITARA,1991-12-18,JPN,4,Fukuoka (JPN),2018-12-02,26,28,2018,7825.0
3789,2:10:25,Justus KIMUTAI,1993-03-02,KEN,3,"Houston, TX (USA)",2019-01-20,25,27,2019,7825.0
3791,2:10:25,Paul POLLOCK,1986-06-25,IRL,18,Valencia (ESP),2019-12-01,33,34,2019,7825.0
3792,2:10:25,Satoru SASAKI,1985-10-16,JPN,14,Oita (JPN),2020-02-02,34,35,2020,7825.0
3793,2:10:26,Bogusław PSUJEK,1956-11-22,POL,7,London (GBR),1987-05-10,30,64,1987,7826.0
3794,2:10:26,Abebe MEKONNEN,1964-01-09,ETH,1,Tokyo (JPN),1991-02-10,27,56,1991,7826.0
3795,2:10:26,Toru KOZASU,1964-07-04,JPN,2,Tokyo (JPN),1991-02-10,26,56,1991,7826.0
3796,2:10:26,Vincent ROUSSEAU,1962-07-29,BEL,2,London (GBR),1996-04-21,33,58,1996,7826.0
3797,2:10:26,Yonghua WANG,1981-05-23,CHN,3,Beijing (CHN),2001-10-14,20,39,2001,7826.0
3798,2:10:26,Daniele CAIMMI,1972-12-17,ITA,3,Venezia (ITA),2001-10-28,28,47,2001,7826.0
3799,2:10:26,Thomas CHEMITEI,1978-05-22,KEN,8,Amsterdam (NED),2003-10-19,25,42,2003,7826.0
3800,2:10:26,Henry Kosgei CHERONO,1978-07-17,KEN,2,Köln (GER),2004-09-12,26,42,2004,7826.0
3801,2:10:26,Philemon ROTICH,1976-08-07,KEN,6,Roma (ITA),2009-03-22,32,44,2009,7826.0
3802,2:10:26,Luka Chelimo KIPKEMBOI,1977-01-01,KEN,4,Toronto (CAN),2009-09-27,32,43,2009,7826.0
3803,2:10:26,Samson Kiptoo BUNGEI,1982-11-17,KEN,5,See Genezareth (ISR),2011-01-06,28,38,2011,7826.0
3804,2:10:26,Abdissa SORI,1980-01-01,ETH,7,Reims (FRA),2011-10-16,31,40,2011,7826.0
3805,2:10:26,Tadesse ABRAHAM,1982-08-12,ERI,7,Daegu (KOR),2012-04-08,29,38,2012,7826.0
3806,2:10:26,Edwin KIPROP,1987-01-01,KEN,2,Zürich (SUI),2013-04-07,26,33,2013,7826.0
3807,2:10:26,Tesfa WOKNETH,1984-09-30,ETH,4,Köln (GER),2013-10-13,29,36,2013,7826.0
3808,2:10:26,Mulugeta WAMI,1982-07-17,ETH,1,Ljubljana (SLO),2013-10-27,31,38,2013,7826.0
3809,2:10:26,Anthony MARITIM,1986-11-12,KEN,1,Köln (GER),2014-09-14,27,34,2014,7826.0
3810,2:10:26,Wilfred Kirwa KIGEN,1986-01-21,KEN,6,Ljubljana (SLO),2014-10-26,28,34,2014,7826.0
3811,2:10:26,Jafred Chirchir KIPCHUMBA,1983-08-08,KEN,2,Sevilla (ESP),2015-02-22,31,37,2015,7826.0
3812,2:10:26,Tsegaye MEKONNEN,1995-06-15,ETH,20,Tokyo (JPN),2018-02-25,22,25,2018,7826.0
3813,2:10:26,Yuma HATTORI,1993-11-13,JPN,5,Praha (CZE),2018-05-06,24,27,2018,7826.0
3814,2:10:26,Yuichi YASUI,1995-05-19,JPN,11,Berlin (GER),2019-09-29,24,25,2019,7826.0
3815,2:10:26,David KIPRONO,1990-01-01,KEN,2,Changsha (CHN),2019-10-27,29,30,2019,7826.0
3816,2:10:26,Limenih GETACHEW,1990-04-30,ETH,18,Dubai (UAE),2020-01-24,29,30,2020,7826.0
3817,2:10:27,Kebede BALCHA,1951-09-07,ETH,2,"Olympic Stadium, Helsinki (FIN)",1983-08-14,31,69,1983,7827.0
3818,2:10:27,Michael HEILMANN,1961-10-26,GDR,5,Tokyo (JPN),1986-02-09,24,59,1986,7827.0
3819,2:10:27,Douglas WAKIIHURI,1963-09-26,KEN,1,Auckland (NZL),1990-01-30,26,57,1990,7827.0
3820,2:10:27,Bong-ju LEE,1970-10-11,KOR,1,Gwangju (KOR),1993-10-16,23,50,1993,7827.0
3821,2:10:27,Tadesse GEBRE BECHO,1968-01-01,ETH,4,San Sebastián (ESP),1993-10-31,25,52,1993,7827.0
3822,2:10:27,Rodrigo GAVELA,1966-01-05,ESP,5,San Sebastián (ESP),1993-10-31,27,54,1993,7827.0
3823,2:10:27,Jerry LAWSON,1966-07-02,USA,1,"Sacramento, CA (USA)",1993-12-05,27,54,1993,7827.0
3824,2:10:27,Valdenor PEREIRA DOS SANTOS,1969-12-21,BRA,2,Beppu (JPN),1996-02-04,26,50,1996,7827.0
3825,2:10:27,Abebe MEKONNEN,1964-01-09,ETH,4,Chuncheon (KOR),1997-10-26,33,56,1997,7827.0
3826,2:10:27,Abel ANTÓN,1962-10-24,ESP,4,Fukuoka (JPN),1997-12-07,35,58,1997,7827.0
3827,2:10:27,Bert VAN VLAANDEREN,1964-11-25,NED,6,Rotterdam (NED),1998-04-19,33,56,1998,7827.0
3828,2:10:27,Ambesse TOLOSSA,1977-08-28,ETH,6,Fukuoka (JPN),1998-12-06,21,43,1998,7827.0
3829,2:10:27,Stephen NDUNGU,1967-06-01,KEN,1,"Los Angeles, CA (USA)",2002-03-03,34,53,2002,7827.0
3830,2:10:27,Alberico DI CECCO,1974-04-19,ITA,1,Torino (ITA),2002-04-21,28,46,2002,7827.0
3831,2:10:27,Elijah MUTAI CHEM,1978-04-01,KEN,6,Rotterdam (NED),2005-04-10,27,42,2005,7827.0
3832,2:10:27,Philipp Kiplagat BIWOTT,1977-01-01,KEN,3,Treviso (ITA),2007-03-25,30,43,2007,7827.0
3833,2:10:27,Asnake FEKADU,1982-01-01,ETH,4,Treviso (ITA),2007-03-25,25,38,2007,7827.0
3834,2:10:27,James MWANGI KARIUKI,1976-01-01,KEN,2,Wien (AUT),2007-04-29,31,44,2007,7827.0
3835,2:10:27,Salim KIPSANG,1979-12-22,KEN,1,Tokyo (JPN),2009-03-22,29,40,2009,7827.0
3836,2:10:27,Oleksandr SITKOVSKIY,1978-06-09,UKR,1,La Rochelle (FRA),2009-11-29,31,42,2009,7827.0
3837,2:10:27,Henryk SZOST,1982-01-20,POL,4,Wien (AUT),2010-04-18,28,38,2010,7827.0
3838,2:10:27,Jonathan Kipchirchir CHESOO,1988-01-01,KEN,4,Dublin (IRL),2010-10-25,22,32,2010,7827.0
3839,2:10:27,Emmanuel SAMAL,1989-06-05,KEN,7,Dubai (UAE),2011-01-21,21,31,2011,7827.0
3840,2:10:27,Duncan Cheruiyot KOECH,1981-12-28,KEN,4,Hannover (GER),2011-05-08,29,38,2011,7827.0
3841,2:10:27,Lema FEIYSA,1985-01-23,ETH,5,Marrakesh (MAR),2012-01-29,27,35,2012,7827.0
3842,2:10:27,William Chebon CHEBOR,1982-12-22,KEN,9,Seoul (KOR),2012-03-18,29,37,2012,7827.0
3843,2:10:27,Philemon Kipchumba KISANG,1977-01-01,KEN,8,Roma (ITA),2013-03-17,36,43,2013,7827.0
3844,2:10:27,Gilbert MASAI,1989-12-16,KEN,10,Paris (FRA),2013-04-07,23,30,2013,7827.0
3845,2:10:27,Lawrence KIMAYO,1990-09-02,KEN,3,Hamburg (GER),2013-04-21,22,30,2013,7827.0
3846,2:10:27,Tsegaye KEBEDE,1987-01-15,ETH,9,Berlin (GER),2014-09-28,27,33,2014,7827.0
3847,2:10:27,Samson Kiptoo BUNGEI,1982-11-17,KEN,5,Milano (ITA),2015-04-12,32,38,2015,7827.0
3848,2:10:27,Alfred KERING,1978-11-20,KEN,1,Lisboa (POR),2016-10-02,37,42,2016,7827.0
3849,2:10:27,Samson Kiptoo BUNGEI,1982-11-17,KEN,2,Zhengzhou (CHN),2017-03-26,34,38,2017,7827.0
3850,2:10:27,Edwin KOECH,1992-03-25,KEN,3,Guangzhou (CHN),2017-12-10,25,28,2017,7827.0
3851,2:10:27,Birhanu TESHOME,1996-01-01,ETH,10,Dubai (UAE),2018-01-26,22,24,2018,7827.0
3852,2:10:27,Fikadu TEFERI,1993-10-07,ETH,4,Taiyuan (CHN),2019-09-08,25,27,2019,7827.0
3853,2:10:27,Derlys AYALA,1990-01-07,PAR,1,Buenos Aires (ARG),2019-09-22,29,30,2019,7827.0
3854,2:10:28,Metaferia ZELEKE,1969-01-01,ETH,1,Milano (ITA),1989-04-16,20,51,1989,7828.0
